#Epoch,Mean Train,Spatial Train,Mean Test,Spatial Test
1.0,0.012159783590947632,0.3733981317650955,0.011993838727408857,0.3738952420259777
2.0,0.011481409496833793,0.2976818715049102,0.011378489353024122,0.3005156723553674
3.0,0.011682080791076332,0.2677715571712604,0.011555660254599755,0.25327855191732707
4.0,0.011274661605073287,0.24327254915131932,0.011345573186286186,0.23764164222959885
5.0,0.011316802474233298,0.23227334157687374,0.011176591714550006,0.22894653887079472
6.0,0.011038887518482794,0.22686585480660465,0.011494241769245843,0.22979433939122318
7.0,0.011082742297280151,0.222522753332041,0.011077536106632467,0.21709228581503817
8.0,0.01119147126142562,0.22076364138485055,0.011005034237250425,0.2212151584395191
9.0,0.011085459989273048,0.21638672060407368,0.01077557334741741,0.20959022026835827
10.0,0.011239487554185686,0.21769070816514766,0.010916663913807849,0.20979352399968265
11.0,0.011054173872220964,0.21159361058895568,0.010809520210482572,0.21138359736977963
12.0,0.010999336673886376,0.20978418829957995,0.010618965811373894,0.20450350511492343
13.0,0.010912755607272935,0.20490779618905708,0.01085308587113232,0.20329164491410842
14.0,0.010849038946681318,0.20538009235025506,0.010579196491131657,0.20042046368644947
15.0,0.010967964143698326,0.2049137367083963,0.011241465537367682,0.20482828507297918
16.0,0.010919776745140553,0.20359249414661817,0.010712079932553726,0.20187999830957046
17.0,0.010866086272753577,0.2075753986703611,0.010951850040439973,0.20087121531628727
18.0,0.010754378059203118,0.20221136200480758,0.01074761706159303,0.20428720012045742
19.0,0.010769864229023852,0.20367870456745138,0.010411835389963368,0.20147917563455148
20.0,0.010505732392018612,0.19966677437841365,0.010189975562848543,0.1973447344805065
21.0,0.010702922221157799,0.20114965143456923,0.01068557591357252,0.20201981538220457
22.0,0.010766397281838334,0.20232201380803522,0.010861967077576801,0.1997134612317671
23.0,0.010566739155292776,0.2010827315064658,0.010740020998606556,0.19611571990607077
24.0,0.01099080187515809,0.19894793029643792,0.011353054672087493,0.201106277212762
25.0,0.01085027049303846,0.20000917517242178,0.010842795818717334,0.20161456209525727
26.0,0.010661536197186308,0.19861505800380116,0.010359040469650114,0.19183949707892903
27.0,0.01071342886054674,0.19410703311451769,0.010494179255737547,0.19300229625220885
28.0,0.010677412277977683,0.19900196111571472,0.011088998726846879,0.19884452589771204
29.0,0.010671547935467906,0.19676314330602115,0.01055707133848939,0.19558902686102347
30.0,0.010782413065136798,0.19902812682949336,0.010662262262613104,0.19275660812854767
31.0,0.010687500149819307,0.19449209270224108,0.010590220597294862,0.196827075199077
32.0,0.010822332303443578,0.1965116181336673,0.010288092266898929,0.19461000253233993
33.0,0.010794338211829287,0.19681197497169528,0.010453937011525818,0.19848769354192833
34.0,0.010705885149752804,0.1970368378128098,0.01081787763784329,0.19301235675811768
35.0,0.010816601883883762,0.19503009306118552,0.010600759321006766,0.19475064099880687
36.0,0.010571615871421136,0.19444645908290306,0.010061297631054594,0.19252859395846986
37.0,0.010644015382184128,0.19615400450683274,0.010481034266648063,0.1941452719140471
38.0,0.01058684358068338,0.19651279450122233,0.010214763334053651,0.19310835003852844
39.0,0.010796644648668908,0.19329105304405753,0.010763829982463727,0.19278236073360108
40.0,0.010651163538439876,0.19465874570660888,0.010608137225764886,0.19708596980362608
41.0,0.010578899372336083,0.19477575654740883,0.010484247100784591,0.19094785263663844
42.0,0.010280255108775027,0.1909835829803374,0.00997964397334216,0.19153850094268196
43.0,0.010653186317500287,0.19069516474166803,0.010234051800676082,0.18633382179235158
44.0,0.010612137401394085,0.19162084663336257,0.01014016612776016,0.1990032933260265
45.0,0.01080720588993446,0.19045796459623143,0.010711104355817824,0.19590222260408235
46.0,0.01070883383653003,0.19365302802978362,0.010442602301114485,0.19073940552117533
47.0,0.010557015846788356,0.1895895415043409,0.01081061408969394,0.18940686160012296
48.0,0.010592735290065804,0.1929594625150208,0.01059121694089028,0.19072001989473375
49.0,0.01073573936452776,0.19575133059272723,0.010199629554623052,0.1904084489010928
50.0,0.01057095106575737,0.1904217247414378,0.01057004392669912,0.189802002749945
51.0,0.010660676749225342,0.19104367329747277,0.010617068119085672,0.19997914527591906
52.0,0.01055729785002768,0.19466522448094545,0.010190692722078478,0.19634861067721718
53.0,0.010578815464705097,0.190767966375678,0.010467460125750094,0.18819814240723326
54.0,0.010635492964688919,0.18835235195877278,0.010867512711372814,0.1912687982906375
55.0,0.010680015167979671,0.19312269158199824,0.010627717261709142,0.1873440781706258
56.0,0.01044039365390431,0.18975326830966283,0.010616811621411327,0.1897064758497372
57.0,0.01035301837723999,0.19279493661844624,0.01006767863669155,0.18117672466395193
58.0,0.010460080931259863,0.19021670606020277,0.010445143798725647,0.19002484334142586
59.0,0.010550592090538909,0.19170597149471266,0.010510288758954982,0.1922947704269175
60.0,0.010480197535959624,0.1911925467110313,0.010689601310316408,0.18787303776071781
61.0,0.01050414519994396,0.19149494850266296,0.010372982817914402,0.19496975028724
62.0,0.010493404926336576,0.19149498407424023,0.010873251480230113,0.19457116330924787
63.0,0.010333634513240736,0.18984005132080178,0.010116915512633952,0.19206412058127553
64.0,0.010421314476618329,0.18971568273495784,0.010980356264075166,0.19341551420981423
65.0,0.010665119532907826,0.19208696576873813,0.0105499368275336,0.18410149478075796
66.0,0.010549645642214249,0.18903844200272477,0.010717775509284254,0.19053262106159277
67.0,0.010350442198888126,0.1897323606947882,0.010543861981938806,0.19010495485966666
68.0,0.010350357246609916,0.18871999924293661,0.010625267793473444,0.1846331300442679
69.0,0.010590104130714867,0.18972255128015458,0.01013955599710084,0.18403881500687516
70.0,0.010407479632382107,0.1905037222710331,0.010614119028966678,0.1896284036991889
71.0,0.010435103978632034,0.18761867080378322,0.010389914009066527,0.1873361327146229
72.0,0.010575013078617312,0.18777008143673957,0.010583329847768733,0.192706448990002
73.0,0.010381885214947758,0.1896756735127584,0.010509945231636888,0.19051832954088846
74.0,0.01031865861959162,0.1860566665706909,0.01048076383998258,0.18448853649591146
75.0,0.010662648297302358,0.18840023700510505,0.010607633805065825,0.18825436226631465
76.0,0.010644572341930022,0.1914260074232532,0.010624683061778023,0.18455679479398227
77.0,0.010634355325317752,0.18588575021883028,0.010868882351930727,0.18803459249044718
78.0,0.010652391748931424,0.18833041616377577,0.010453364746481703,0.19116279822692536
79.0,0.01058193725591476,0.18814313378745476,0.010675800212642602,0.18761618043247022
80.0,0.010261995184227032,0.18666206399160148,0.010482194147219783,0.19628518715239407
81.0,0.010343502518778618,0.1851606188358459,0.01040762107361827,0.1908286927562011
82.0,0.010617318029507203,0.19016518951517292,0.010965213849487012,0.18853421195557243
83.0,0.010633899774649633,0.18978621734850173,0.010255429681325168,0.18895057052896733
84.0,0.01050639713792938,0.18930945354225362,0.010749925352763711,0.1925102197810223
85.0,0.010536624240252165,0.1878985695343102,0.010498222894966602,0.18794913223960943
86.0,0.010532419679406206,0.1894479358354501,0.010735871213112484,0.18949961087159944
87.0,0.010466521348293244,0.1882787652445578,0.010782514960227306,0.18773428886605983
88.0,0.010650724714490033,0.1870150263792118,0.01018505722382351,0.19279179891996218
89.0,0.010487455423443324,0.18817220212875213,0.010124735313614732,0.1837660761778815
90.0,0.010491263446917313,0.18939948925929787,0.010340730733189144,0.18720691141329313
91.0,0.010523223963079859,0.18674922859774226,0.01046040402561949,0.1867776216383566
92.0,0.010543227199860642,0.1893158033490181,0.010545748408491673,0.18765846365376523
93.0,0.010558288569141806,0.1854099707134002,0.010629696379366674,0.1867995466056623
94.0,0.010511527742481732,0.18626703935123123,0.01023155345434421,0.18760589758555093
95.0,0.010482127716418653,0.18481648436426062,0.010458354192802258,0.1876226172112582
96.0,0.010642402714728254,0.18666263181815104,0.010245701780117918,0.18504084071569277
97.0,0.010366032814887245,0.18879956389422967,0.010841399316855689,0.1902513321031604
98.0,0.01051654073459187,0.18840665620776403,0.01044315334997679,0.18762484611126415
99.0,0.01039291834211455,0.18774675811945865,0.010392543483983007,0.18648712154020342
100.0,0.010569445288171414,0.18371137907415364,0.010047403629869223,0.18787654293210884
101.0,0.01064908583607294,0.18665274433725704,0.010505600391249908,0.18602665579109862
102.0,0.010635383017113911,0.18685553170147196,0.01034974856628922,0.190199000532167
103.0,0.010447327855282126,0.1908037376680733,0.010186212913443645,0.19003386324957797
104.0,0.010398510641591476,0.18475614877137464,0.010487742003118783,0.18762869505505814
105.0,0.010417771674033287,0.18656805071946794,0.010685124646937638,0.18574154220129313
106.0,0.010428104836048674,0.1854006461469473,0.010555281720467304,0.18727542930527738
107.0,0.010479202718614081,0.19119949853130147,0.010490716704608579,0.18562641295424678
108.0,0.010304823732085987,0.18585921256943086,0.01048586797786125,0.1837863864605887
109.0,0.010281674287784679,0.18249145189745236,0.010628219742916133,0.18775323320899093
110.0,0.010537350082572186,0.1878006374545857,0.010250924825014775,0.18547814836104712
111.0,0.010598496943959488,0.19302055806712767,0.01073077950103764,0.18902481386536046
112.0,0.01042243782678141,0.18501041348265335,0.010478600320455275,0.18437934483875307
113.0,0.01060427105944373,0.18763247224609408,0.010566120542455138,0.18106024555469813
114.0,0.010400488659475756,0.18683757210991023,0.010830297845562822,0.17886754060000704
115.0,0.010446071556761069,0.18504019869507943,0.010548718388012628,0.18881081645948844
116.0,0.01034592848015636,0.18630537239059938,0.010652967058775718,0.18675254755898527
117.0,0.010484025871331713,0.18402096022546818,0.010652161285019758,0.1913579435724961
118.0,0.010521639983243911,0.18574193606268516,0.010586214733816553,0.1886899620294571
119.0,0.010519807472149223,0.18504641758920873,0.01058171638042519,0.18520199232979825
120.0,0.010316349380542484,0.18400930791302064,0.010630805633570018,0.1892834475688767
121.0,0.010387889758593082,0.18631137571239895,0.010177630285748787,0.1859056821517777
122.0,0.010425526133647799,0.18463423508590301,0.010105126423009654,0.1816687292435713
123.0,0.010333066093282097,0.18351891577507543,0.01036750189469833,0.18309405263055833
124.0,0.01065882531291418,0.18506852563767306,0.010337816077496922,0.1856119956886559
125.0,0.0105015434061004,0.1879767873118409,0.010276470186286852,0.18933078071527315
126.0,0.010669387396903032,0.18940942464149105,0.010781361672439073,0.18568531855156548
127.0,0.010502478017150301,0.1842629507645569,0.010255129321625358,0.1860037644704183
128.0,0.010373469079490256,0.1853764496941482,0.009857231407965484,0.18682343525844708
129.0,0.010330827000130594,0.18356270230976882,0.010297741242602729,0.18665291002967901
130.0,0.010355192253085892,0.18578329629602686,0.01031300725349993,0.18491327318183162
131.0,0.010523414125962726,0.18606082544521949,0.010460733092929187,0.18733491068869307
132.0,0.01059265158229829,0.18827935123601847,0.010607982577200522,0.1875962162749809
133.0,0.010412065318447695,0.18488676829543788,0.010467358015216234,0.18919511897522107
134.0,0.010420234488587069,0.18813939468391175,0.010791391983889696,0.19316054410056063
135.0,0.010489858963024037,0.18541934904930865,0.010663952376170639,0.18296302959584354
136.0,0.010360330683220408,0.18723757690296763,0.010635581423054662,0.18593237745134453
137.0,0.010512646648258102,0.18518440715507067,0.010850892394062197,0.18977645274839902
138.0,0.010452397285128194,0.18536705039111914,0.010180582341394927,0.18827278075510995
139.0,0.010458857795652168,0.1852456763122989,0.010508714398990074,0.18364287991272776
140.0,0.010461493494170429,0.18660195066338092,0.01040078254351229,0.18569326688323104
141.0,0.010477320301404174,0.1871964382254972,0.010482460668866048,0.18284273435149276
142.0,0.01048916470737452,0.1840862496962062,0.010472224290041547,0.18437096424270094
143.0,0.010390763156594032,0.18509744546186607,0.010371746707773,0.18764307258421914
144.0,0.01054196454485697,0.18611149552517234,0.010217084549367428,0.18144991209632472
145.0,0.010686002991088064,0.1854750816009741,0.010047471404010267,0.18333784948315537
146.0,0.010466218994007306,0.18363523608551616,0.010297827724890228,0.18213743089061035
147.0,0.010420901746184161,0.18364926875956292,0.010360833404487685,0.18136836666809886
148.0,0.01056913508769883,0.18651596166655027,0.010283191721036769,0.18363527979767114
149.0,0.01046231311572864,0.18498032849974336,0.010227765267093977,0.18773327637137027
150.0,0.010714926703346778,0.1830804852719328,0.010319451801478863,0.18473396933915323
151.0,0.010499267474195995,0.185594169109796,0.010394496933083263,0.1885835614643599
152.0,0.010319058161097027,0.18260626475104189,0.010433095499154246,0.18953658378960794
153.0,0.010344964961018579,0.18676964276000463,0.01077082498293174,0.18660063309627667
154.0,0.010489277273779157,0.18559827919291183,0.010178248528717902,0.18694226731333816
155.0,0.010447123510334475,0.18514124524936212,0.010116486556893378,0.18456509996924483
156.0,0.010184542057557708,0.1850063133556231,0.010466687781572864,0.1802136837913279
157.0,0.010521074893999746,0.1867634842617322,0.010601585526672895,0.18337703744570413
158.0,0.010558495963552753,0.18524626517190343,0.01024937815964222,0.18401291260593816
159.0,0.010385484158564193,0.18531489332692813,0.010226290615831028,0.1851923907535118
160.0,0.010422014833254887,0.1864578275553948,0.010281158774568323,0.1835714134207943
161.0,0.010718632398783106,0.18541208882115584,0.010266930118137807,0.18323338214765517
162.0,0.010461741784356732,0.18633171203917107,0.01027987603294222,0.18574158951901554
163.0,0.010558237095025525,0.18813565093199763,0.010419565171264765,0.18795918581778542
164.0,0.01058731466713073,0.18419544421861658,0.010172725230324687,0.17981898497071183
165.0,0.010207347532701307,0.1849638182109436,0.010418568443703024,0.1845318160036154
166.0,0.010476036765818706,0.1865236245886942,0.010629880830253425,0.18852055360350692
167.0,0.010517096330321073,0.18449163707220448,0.010507469588335146,0.1887376645677968
168.0,0.010466647561046137,0.18265863171720928,0.010742024559396924,0.18430529691671071
169.0,0.010517142686284089,0.18564773370734358,0.010658420834755688,0.18777422685372203
170.0,0.010143045673921573,0.18373838258264338,0.010490216862148884,0.1828579923562836
171.0,0.010426158246180388,0.1843114682530935,0.010161721147596836,0.18558663600369504
172.0,0.010463647198228709,0.18780194447103854,0.010345127123097578,0.1819893869391659
173.0,0.010606120878303078,0.18397254381427722,0.010317214298993349,0.184176364488769
174.0,0.01053629326840154,0.18407669129361093,0.010354892783716582,0.18680885068157263
175.0,0.01059525442697042,0.18236744219222956,0.010488884106866624,0.18231282108708433
176.0,0.010311215870758205,0.18229977219505647,0.01019786576037867,0.18438155949115753
177.0,0.010501853699293153,0.18476310431693507,0.010842639217643361,0.1840092168565382
178.0,0.01047159073693035,0.18393729660099586,0.010829345535552292,0.18329412738482156
179.0,0.010376985638146907,0.183948976441031,0.010336529104071752,0.1868861850939299
180.0,0.010333753751376561,0.18204654542218268,0.010436463578228364,0.1868767780170106
181.0,0.010300196008756757,0.18336215002083145,0.010640205080179791,0.1875123101891133
182.0,0.010561918102171832,0.18263724116624985,0.010498649506061747,0.18186958709306883
183.0,0.010442382142986211,0.18677885329301377,0.010156727363273763,0.1875820528519781
184.0,0.010449646967998912,0.18234112001625838,0.010288720296924575,0.18659390169277526
185.0,0.010410067942652819,0.18488461296774644,0.010657315828690403,0.1852832188208898
186.0,0.010495206345268319,0.18281570785736614,0.010489261619289193,0.18604454215158495
187.0,0.010457303428577374,0.18597163306137102,0.010383114733390118,0.18503941242632113
188.0,0.010284438521180928,0.18405164646363892,0.010733066420806082,0.18263691271606244
189.0,0.010474899940324568,0.18330046363108982,0.010430148573951763,0.18268075742219625
190.0,0.01038256245953715,0.18343876806639992,0.010474216054079303,0.1925411592972906
191.0,0.010523404513971995,0.18268255704799585,0.010445374325571353,0.17684580830105565
192.0,0.010487083949362942,0.1847745455405881,0.01064747215755153,0.18876230063145621
193.0,0.010455069950147144,0.18505368312507603,0.010176755389884898,0.1817393674139391
194.0,0.01057797072216275,0.18566031292476484,0.010560502935396997,0.18290076091101296
195.0,0.010705022087765742,0.18306393209284386,0.01077424801003776,0.19054058011163744
196.0,0.010412170594986694,0.18411993245239808,0.010077874895119876,0.18246052950097805
197.0,0.010637919136232375,0.1822627573150449,0.010512311673282008,0.186249714148672
198.0,0.010359761220674994,0.18406958716501176,0.009992755704412335,0.18318573476975425
199.0,0.010293865306467741,0.18268636811887268,0.01039752141948332,0.1846280092732948
200.0,0.010319172563360988,0.18360545829070352,0.010509220270538017,0.18656721632731588
201.0,0.01052361406567218,0.18481361496765003,0.009961058973873916,0.1831465841908204
202.0,0.01048287713438668,0.1836375365346934,0.010491611239941497,0.18207091328344846
203.0,0.010553534379624556,0.18421206890349895,0.010322561512063993,0.17907415395765974
204.0,0.010572744446880786,0.18349330512955125,0.010057391860244567,0.1808034743656192
205.0,0.010536436512819039,0.1820780974441925,0.010315390712205778,0.18108440909469337
206.0,0.01039109839151193,0.18089360456946676,0.010519341541160094,0.18460084863922052
207.0,0.010442449286810856,0.18477964134211033,0.010570651100000791,0.18481607578302683
208.0,0.010344563956594967,0.18167781368293592,0.010549741070064013,0.18585865121138723
209.0,0.010413806838090572,0.18322113934343895,0.010270944910875539,0.18421775364039236
210.0,0.010619063408369512,0.1827966225358237,0.009947383972375016,0.18166436660185195
211.0,0.010323773082592977,0.18380621395411745,0.010489796214786015,0.18114340579823443
212.0,0.010366066194147663,0.18280758013108137,0.010245619137493665,0.1856587382785061
213.0,0.010299157126666566,0.18281119323409764,0.01043695855983778,0.18962662993815907
214.0,0.010443603914577217,0.18300912347910678,0.01013601887480993,0.18225045005480447
215.0,0.010422212236552639,0.18222941158223996,0.010018821675003621,0.18539525516200484
216.0,0.010304649391384648,0.1842233597968532,0.01034663000813963,0.18798921688606865
217.0,0.01032247836701572,0.18239573118960964,0.010076977908938077,0.18449870327062773
218.0,0.010306152226650609,0.1814041504949595,0.01032860581191224,0.1844172565299168
219.0,0.010220135916518954,0.18122752900935907,0.010312015868788748,0.17879259664761393
220.0,0.01021718196735709,0.18144469002706815,0.010358126425560107,0.18203342640609071
221.0,0.010630500770742651,0.18363163613640102,0.010388527800770183,0.1852991915585702
222.0,0.010300344041655812,0.18188173337056573,0.010561824424943904,0.18194774629776939
223.0,0.010337918145845818,0.1833358286031052,0.0101253350526748,0.18091641288054616
224.0,0.010409504655270583,0.18339711325490368,0.010834067430870052,0.18615909443612685
225.0,0.010316202070860736,0.18399077584653828,0.010522789305500817,0.1821885122018948
226.0,0.010513253388431879,0.18457079589762518,0.0107552210163129,0.18348349029557748
227.0,0.010463744527619102,0.1860289931033565,0.010309888760706312,0.1862824475556089
228.0,0.010413682780566468,0.18580062964321237,0.010575861049195131,0.19082303449772953
229.0,0.010620983121751816,0.18566422197407326,0.010344520178541802,0.18535987457685305
230.0,0.010579077685581504,0.18505193906284012,0.010505110221473794,0.18356694568667495
231.0,0.010482696257943732,0.18440579233971316,0.01101094048078123,0.1873380322205393
232.0,0.010504035895228782,0.1871746861235758,0.010342237490572427,0.18320543175203757
233.0,0.010325558774123809,0.1852673031719385,0.010394163642143994,0.18753105401992798
234.0,0.010551867720184733,0.18336452296481723,0.010556879698445923,0.17878111517220213
235.0,0.010491827849002011,0.18179221213918872,0.010158761020488384,0.18264451622962952
236.0,0.010286646011178341,0.18282039569014996,0.010639337781947433,0.19187036444220626
237.0,0.010421026355908376,0.1837288273778637,0.010548251141843042,0.18507025874497599
238.0,0.010628698016640492,0.18559922244960228,0.0103736416060935,0.17671145368040653
239.0,0.010290458530550245,0.18420757445613894,0.010341644074702472,0.18393560564308836
240.0,0.010328342474634405,0.18155236492774127,0.010664634439244605,0.1855505767621492
241.0,0.010522554140224788,0.18472994056291284,0.01059476029650684,0.18561796948575138
242.0,0.010516229227795142,0.18457266777358225,0.010390081818689379,0.18249131791424333
243.0,0.010502428694141914,0.18439709550115915,0.010384666905003158,0.18451619644959769
244.0,0.010330529743393439,0.184768832824399,0.010652332239898673,0.18830910691043787
245.0,0.010423135842748843,0.18313436559607496,0.010305650319838733,0.18690088914151778
246.0,0.010287011656250837,0.18157823710183127,0.010461963435406224,0.18734432077198698
247.0,0.010239209349275427,0.1807888700766901,0.01029629308501618,0.18117732254036686
248.0,0.010474965299801093,0.18425368280273624,0.010391565448228727,0.18441227731997506
249.0,0.010159602454673927,0.18452979409984782,0.010112804442382696,0.18343990884329142
250.0,0.010656698493583671,0.18588591749425484,0.010413430108312974,0.18077685618609712
251.0,0.010286463630608225,0.18191043927078754,0.010217153475407446,0.18382624968102104
252.0,0.010242429895705618,0.18240100171713702,0.01060950823879817,0.18094386827004583
253.0,0.01024797379319449,0.18304885000781676,0.010373977413237617,0.18629454311571622
254.0,0.010375024367585382,0.183887640920888,0.010307110551940767,0.18494565131371482
255.0,0.010386047526303909,0.18339374133970884,0.01028814978015266,0.18639911868070302
256.0,0.01045391071109777,0.1850575536357618,0.01034049201233868,0.1866724987824758
257.0,0.010407904292811203,0.1858912286703038,0.010739870810587155,0.18086702389675274
258.0,0.010468743234642048,0.18335618902887918,0.010356020198710132,0.18682639640674256
259.0,0.01026498804495266,0.1814968456736708,0.010605314305346263,0.18544283090976246
260.0,0.010338395555808613,0.18560994106583892,0.01056615854695178,0.18359298925650747
261.0,0.010369609754977633,0.1812759868932509,0.010314443222198048,0.18042522982547157
262.0,0.010447987468616493,0.18350163415338086,0.0104087846549718,0.19034400869879806
263.0,0.010610824477636314,0.18521260536086243,0.01058997521830494,0.1795407300978376
264.0,0.010508439443857136,0.18513262318035142,0.010360925442032647,0.18283923310145997
265.0,0.010653733797124134,0.1848438109839912,0.010480911781390509,0.18473320728854128
266.0,0.010522553909454594,0.18480293146145027,0.010390746864702618,0.18388283958560542
267.0,0.010545319955861937,0.18329827494062154,0.010433957854841362,0.18540624189272262
268.0,0.01041088696668106,0.18246150570633138,0.010792706194415427,0.17411211969559653
269.0,0.010413420456667653,0.18334980698022169,0.010158867902008066,0.18723356906782118
270.0,0.010300717477282855,0.18372974192014838,0.010595327112496946,0.1872394863973584
271.0,0.010292607439945626,0.1814373658755712,0.010824253406833139,0.1876578968867921
272.0,0.0103510043159358,0.1821706501058245,0.010381850364961122,0.18588146305920786
273.0,0.010510398806443652,0.18369879863694705,0.010096800194955185,0.18850238307526238
274.0,0.01041705627406461,0.18431143350569548,0.010295085723332147,0.18667389648525337
275.0,0.010373481518415882,0.1832587233686869,0.010596087749786022,0.18429155412473178
276.0,0.010535882441821484,0.1854461371503045,0.010540279126807786,0.17974655643889778
277.0,0.010380316684352218,0.18475100134326294,0.01078077155704561,0.186776959582379
278.0,0.01017294050631138,0.1832955548852946,0.010593621926218794,0.1802132728329876
279.0,0.010378944298120595,0.1840792098206229,0.010331433429791216,0.18305899398891548
280.0,0.010485091289933936,0.1828167005318456,0.010680217663512417,0.1833203662382929
281.0,0.010429227561895958,0.18177638044663236,0.010117450655487022,0.1831262265903908
282.0,0.01027121740615869,0.18421780690550804,0.010167484228875031,0.18747654060522714
283.0,0.010380431871646932,0.18321818667175496,0.009895389654526585,0.18250225719652677
284.0,0.010579328736768359,0.1841406613192727,0.01026759845645804,0.18378372150554992
285.0,0.010311442050275154,0.182745011045342,0.010624035915131108,0.18314593115396666
286.0,0.010324442095691916,0.1853391150985144,0.010632195297563285,0.1893435507489924
287.0,0.010562096751270305,0.1844379688918063,0.010367415257190404,0.17586603512366614
