#Epoch,Mean Train,Spatial Train,Mean Test,Spatial Test
1.0,4.114029859698109e-6,0.13737434415728786,3.947321749144806e-6,0.11362557873362675
2.0,3.957738595300811e-6,0.09467374358384405,4.067297660175218e-6,0.10274033131543547
3.0,3.695497904528692e-6,0.07469002580124652,3.7810256572390345e-6,0.0697480580676347
4.0,3.642454042936394e-6,0.06431381896021776,3.9125647710883115e-6,0.06808255308773369
5.0,3.4293402785052705e-6,0.056607795947347765,3.380353387547191e-6,0.05276367708924226
6.0,3.699371284743569e-6,0.04914555524446769,3.37509084650911e-6,0.04986796221404802
7.0,3.421177990553595e-6,0.039477590556780344,3.3723342257296895e-6,0.046165389216039326
8.0,3.2988500823954643e-6,0.03450776461366331,3.392886868214262e-6,0.04467528888431843
9.0,3.3854157836085004e-6,0.0383092386428325,3.349478757861402e-6,0.03943636419076938
10.0,3.487367601331358e-6,0.03039922631076479,3.2441531455096317e-6,0.02945253128244076
11.0,3.3578551249219614e-6,0.028632327959567192,2.9633858016275827e-6,0.033429554673784875
12.0,3.2716216203055106e-6,0.02872460202946968,3.2529261247271622e-6,0.028091288007271942
13.0,3.196991127169743e-6,0.03055747921433067,3.6230927098579446e-6,0.027304389924975112
14.0,3.3261422606080394e-6,0.02822512029459176,3.1070514840036978e-6,0.024890950103872454
15.0,3.451045734653201e-6,0.024997641222944365,3.4399313782851325e-6,0.023850816597405355
16.0,3.1629492495892017e-6,0.024133401005819906,3.188986651083345e-6,0.025799294766038657
17.0,3.37497338696484e-6,0.023087741193012334,3.4171491886747507e-6,0.02636217402294278
18.0,3.462596596642033e-6,0.024814246371752235,3.3222479522640456e-6,0.02054207105364185
19.0,3.1352396911757743e-6,0.021827406974698534,3.1084819970907467e-6,0.020091797879576916
20.0,3.2319871433471312e-6,0.020063497285846096,3.060427081461592e-6,0.020238177486608038
21.0,3.266590781067884e-6,0.019576803706149802,3.1724691201329146e-6,0.018151389645499876
22.0,3.3869576255618482e-6,0.018771734715701312,3.566811141908488e-6,0.017651576201897116
23.0,3.129641254843744e-6,0.018726687068374305,3.4449284278792458e-6,0.018782092416950037
24.0,3.347290425381646e-6,0.018997721534942683,3.0831738509240306e-6,0.017711712930467912
25.0,3.1275727724834613e-6,0.01699154471978545,3.072625282887209e-6,0.016029079259606078
26.0,3.28398900252257e-6,0.01753218087127607,3.333920672968782e-6,0.01795462228663382
27.0,3.122908117946469e-6,0.020238599940857967,3.485389081645113e-6,0.020274042005330558
28.0,3.392810155167514e-6,0.01805814942017605,3.288828014587075e-6,0.01879952002753271
29.0,3.314848325155877e-6,0.01772651495411992,3.3454941573965447e-6,0.017690033697581386
